,MDF,MS12,MS22,LamS1H,LamS2H,LamSPH,LamS,LamSP,vS,YRD,YRC,YRA11,YRA12,YRA13,YRA21,YRA22,YRA23,YRB11,YRB12,YRB13,YRB21,YRB22,YRB23,mh1,mh2,mv3,mv2,mv1,mS1,mS2,mCha,mChi1,mChi2,XV11,XV12,XV21,XV22,XU11,XU12,XU21,XU22,vevSM,Omega,PSI,PSD,NSI,NSD,T,S,U,mueg,taumug,sv,ZH11,ZH12,ZH21,ZH22,BRh1gg,BRh2gg
0,396.8486609163709,2137304.253069772,2137304.253069772,0.02098370642433212,0.02098370642433212,0.020052191823792642,0.0,0.21723608434411068,702.1091634404268,0.7250206052579282,0.2670032683607723,0.0,0.07662302051160774,0.00010584598967875556,0.0,0.0014160235954014575,0.0014390603195699213,6.754433298289693e-10,7.723185082397564e-09,1.1042871053497074e-08,-1.0838940662707424e-07,-4.821479942518704e-07,-5.234661002184693e-07,124.341412,327.441326,5.07067607e-11,8.43624323e-12,7.75236559e-20,1462.16737,1462.16737,396.84866,125.748354,418.339459,0.105115686,-0.99446,0.99446,0.105115686,0.331734117,-0.943372925,0.943372925,0.331734117,244.874403,0.135,6.702e-07,9.87e-05,2.649e-05,7.547e-05,-0.0213106588,0.0059448211600000005,0.00107519294,0.0,1.7737851999999996e-19,1.86e-26,0.999292903,-0.0375991224,0.0375991224,0.999292903,0.0028369435100000003,0.0
1,5988.499243433756,18893151.006408174,18893151.006408174,0.023340988962374458,0.023340988962374458,0.00018140963099925068,0.0,0.019172997627114743,329.6685037226584,0.05942192727463996,0.9739184914978748,0.0,0.03053677126158532,0.0014530005540414855,0.0,0.0826030336156465,0.01418779716404156,5.187064655692971e-07,2.58626569947234e-06,3.0025079245725015e-06,-2.1162248443880978e-07,-9.732642431352052e-07,-1.0904115209785105e-06,45.6479008,124.859951,5.01455151e-11,8.95327569e-12,3.54655029e-19,4346.7057399999985,4346.7057399999985,5988.4992,227.030614,5988.50805,6.52289559e-05,-0.999999998,0.999999998,6.52289559e-05,0.00172057655,-0.99999852,0.99999852,0.00172057655,244.870386,0.127,8.033e-12,8.858999999999999e-14,7.45e-12,6.774e-14,0.0478182018,0.101726492,-0.0025133826100000004,0.0,1.79103969e-18,2.58e-31,0.00108427307,-0.999999412,-0.999999412,-0.00108427307,0.000341586551,0.00281603298
2,452.8756317365728,2469280.14526096,2469280.14526096,0.0004903589443275918,0.0004903589443275918,0.017860680638645675,0.0,0.3373666679421238,3843.138598612536,0.5228299571050311,0.02203856986806409,0.0,0.00023864168501432564,0.01457305658430728,0.0,0.00016643654493989361,0.3567141845164732,-1.394823924188421e-06,-1.1075524466840825e-06,1.5233367940845669e-06,5.579368521020682e-08,3.9032958465698975e-08,-6.787547782354749e-08,124.633975,2232.23346,4.9812265399999996e-11,8.950438699999997e-12,3.6699526e-19,1571.399,1571.399,452.87563,58.7088647,461.98697300000003,0.0258285186,-0.999666388,0.999666388,0.0258285186,0.19923918899999998,-0.979950889,0.979950889,0.19923918899999998,244.874415,0.133,7.027e-08,1.508e-05,2.9130000000000007e-06,1.153e-05,-0.00583043855,0.00260192082,0.0006383803749999999,0.0,4.83391899e-18,1.2200000000000001e-26,0.999994275,-0.00338381586,0.00338381586,0.999994275,0.0028219129600000003,0.0
3,589.443343825796,98266744.3040994,98266744.3040994,0.042790245938450135,0.042790245938450135,0.031174148767517267,0.0,0.270921243395175,314.2587779323456,0.09073466858393536,0.9282953934465124,0.0,0.0012979034371104776,0.1861054353063882,0.0,0.029807770269888362,0.8279614728290154,1.285516652707714e-06,9.409305259630131e-07,-1.825238344285945e-06,-3.026626650646401e-07,-2.731645194863384e-07,3.4313396797612015e-07,122.86934299999999,165.073973,5.04897396e-11,8.46476365e-12,1.91136781e-19,9913.0231,9913.0231,589.44334,206.197269,589.681864,0.010619146299999998,-0.999943615,0.999943615,0.010619146299999998,0.030356294500000002,-0.999539141,0.999539141,0.030356294500000002,244.87433900000002,0.139,1.762e-09,6.625e-09,7.426e-11,5.0660000000000005e-09,0.00103509477,0.00113935953,0.000181022114,0.0,9.40655971e-16,2.74e-30,0.97948016,-0.201540608,0.201540608,0.97948016,0.00283813678,0.00019442042700000005
4,1092.2500358739253,2054042.1821293447,2054042.1821293447,0.0021961710440299336,0.0021961710440299336,0.0023464483649231565,0.0,0.0466708112742059,13048.623894210124,0.0021694920968168847,0.8035913843891309,0.0,0.1741537294310827,0.011248102665516277,0.0,0.574306450804405,0.023135339545295043,-1.672299539881807e-06,-8.33673598999866e-06,-8.7050013922341e-06,4.977259617466185e-07,2.519641326188744e-06,2.649736048705745e-06,124.83356,2818.9513699999998,4.91064297e-11,8.81362816e-12,2.8104577399999997e-19,1433.2159800000006,1433.2159800000006,1092.25,1092.25,7414.55326,0.999999999,-5.1788076200000004e-05,5.1788076200000004e-05,0.999999999,1.0,-7.62898644e-06,7.62898644e-06,1.0,244.87442400000003,0.11900000000000001,5.641e-05,6.11e-47,0.00246,6.11e-47,3.7221758899999997e-07,1.7964628300000001e-07,6.60220227e-05,0.0,1.00218705e-13,1.97e-26,0.999999553,-0.000945358828,0.000945358828,0.999999553,0.00282710358,0.0
5,372.09820085451037,22663459.5362452,22663459.5362452,0.001545654361186934,0.001545654361186934,0.0005415464576739051,0.0,0.049564157806596135,2373.164861195206,0.6385102975652983,0.10398145682556667,0.0,0.00012764206987917742,0.00043089995913228905,0.0,0.005813715472869266,0.006383565605668347,-4.924810716350398e-07,-1.084158470593011e-05,-1.5254544764260339e-05,-8.613082500744451e-08,1.5296696837028356e-07,4.376287508472061e-07,124.86044199999999,528.338276,4.990373770000001e-11,8.957013370000001e-12,3.68718435e-19,4760.6203700000015,4760.6203700000015,372.0982,165.611129,392.04586800000004,0.154635973,-0.987971516,0.987971516,0.154635973,0.347439014,-0.9377025809999999,0.9377025809999999,0.347439014,244.874425,0.127,9.558e-07,9.470000000000001e-05,3.795e-05,7.242e-05,-0.012592084299999999,0.00498340681,0.0008686512199999999,0.0,3.76680329e-20,2.02e-26,0.9999992870000001,-0.0011941046,0.0011941046,0.9999992870000001,0.0028336046,0.0
6,1058.7816586572965,21561955.6776434,21561955.6776434,0.001833693400075684,0.001833693400075684,0.0467538965781725,0.0,0.025625506273202016,7161.28254505317,0.007898842237615366,0.6355639640760762,0.0,0.00413479154860836,0.20299020099060192,0.0,0.008460006924191563,0.0405488658088554,5.7708263150145104e-08,-5.875211811219128e-08,-1.973430580328711e-07,-4.0204581597266116e-07,-2.536448361703672e-07,5.008510946731034e-07,102.149049,1148.62246,4.95494433e-11,8.62646212e-12,1.57324433e-20,4643.49125,4643.49125,1058.7817,1058.78159,3218.36365,0.9999998859999999,-0.000476542298,0.000476542298,0.9999998859999999,0.999999988,-0.00015677353999999998,0.00015677353999999998,0.999999988,244.87339599999999,0.106,0.0001702,4.2460000000000004e-16,0.007421,3.247e-16,0.00114039343,0.0006642517720000001,5.1151979799999996e-05,0.0,2.7173262199999998e-17,2.16e-26,0.998028483,-0.062762627,0.062762627,0.998028483,0.00215216194,0.0
7,1079.6032409970182,10605426.287537225,10605426.287537225,0.012670571608484131,0.012670571608484131,0.00047321937620220647,0.0,0.08433580445289815,17816.42936174678,0.01870345353372253,0.3774286073017972,0.0,0.09741209708172256,0.02189153577279189,0.0,0.9967334726273264,0.008344892301280769,-6.200299047014981e-08,-2.831774061162348e-07,-3.127208961465181e-07,5.198910268561618e-09,2.6858059236987613e-08,3.1476168229050624e-08,124.861309,5174.00278,5.0878932399999994e-11,8.451656630000001e-12,8.55595684e-20,3256.65563,3256.65563,1079.6032,1079.60294,4754.89124,0.9999997420000001,-0.0007181186689999999,0.0007181186689999999,0.9999997420000001,0.999999987,-0.000163049621,0.000163049621,0.999999987,244.874425,0.115,0.0001702,2.45e-15,0.007421,1.873e-15,2.99164323e-09,1.0376157000000001e-07,6.75838416e-05,0.0,6.31032394e-15,1.99e-26,0.9999999970000001,-7.716605440000001e-05,7.716605440000001e-05,0.9999999970000001,0.00282695278,0.0
8,1122.0946201073468,3675279.305150672,3675279.305150672,0.010750983758839832,0.010750983758839832,0.0021252222096961025,0.0,0.028168390060390888,24760.721415355023,0.003538148798264552,0.07989874462770864,0.0,0.6187104781163326,0.021595716792573875,0.0,0.0002889921009685906,0.01072034087409527,-5.7259681468516175e-09,-4.246401436536739e-09,7.785805232859264e-09,-4.675799171750132e-07,-2.3301870388284613e-06,-2.2988602137813173e-06,124.82340400000001,4155.70222,4.9298426399999997e-11,8.98597324e-12,2.5656537600000003e-19,1917.18586,1917.18586,1122.0946,1122.0943,1398.90545,0.9999992459999999,-0.00122810841,0.00122810841,0.9999992459999999,0.999999515,-0.000985094317,0.000985094317,0.999999515,244.874423,0.124,0.0001702,2.954e-15,0.007421,2.258e-15,2.66849213e-07,1.35221307e-07,6.25535719e-05,0.0,3.94703602e-14,1.84e-26,0.9999997209999999,-0.00074681724,0.00074681724,0.9999997209999999,0.0028270162699999997,0.0
9,497.91693664205985,89833519.48874974,89833519.48874974,0.02477801036035538,0.02477801036035538,0.03226553355031708,0.0,0.03642324196368042,274.60682575325654,0.051635767974009636,0.8628283623714743,0.0,0.04275650864265843,0.04302818865347188,0.0,0.0023386474368956127,0.0014534975848754707,-8.654628107078869e-07,-6.940029877590947e-06,-7.622557678644448e-06,8.271155835636165e-06,0.00012095743157303855,0.00014743430305714416,48.8878493,126.27996499999999,5.0116442200000005e-11,8.686227159999999e-12,1.73806689e-19,9478.09379,9478.09379,497.91694,167.510414,498.00744699999996,0.006810449329999999,-0.9999768090000001,0.9999768090000001,0.006810449329999999,0.0202437448,-0.999795074,0.999795074,0.0202437448,244.870565,0.113,1.048e-07,1.335e-09,9.356e-08,1.0209999999999999e-09,0.045683832599999995,0.0930417171,-0.00214775888,0.0,6.24778336e-18,6.25e-31,0.16219012800000002,-0.9867595259999999,-0.9867595259999999,-0.16219012800000002,0.00039932634599999995,0.0007962039
